STORE_NAME,REVIEW,TAG,TIME_밤에 방문,TIME_아침에 방문,TIME_저녁에 방문,TIME_점심에 방문,WAIT_encoded,HOW_예약 없이 이용,HOW_예약 후 이용,HOW_포장·배달 이용,PURPOSE_데이트,PURPOSE_회식,PURPOSE_여행,PURPOSE_일상,PURPOSE_비즈니스,PURPOSE_기념일,PURPOSE_나들이,PURPOSE_친목,PURPOSE_가족모임,WITH_WHOM_부모님,WITH_WHOM_아이,WITH_WHOM_지인・동료,WITH_WHOM_친구,WITH_WHOM_연인・배우자,WITH_WHOM_친척・형제,WITH_WHOM_기타,WITH_WHOM_혼자
1호스시,연어 초밥 맛집이에요 ♥️ 아쉽게도 추운 계절엔 모밀을 안하신다구 해요 🥲,"['친절해요', '음식이 맛있어요', '재료가 신선해요', '가성비가 좋아요', nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,런치세트 구성도 좋고 혼밥하기도 좋아요,"['음식이 맛있어요', '재료가 신선해요', '가성비가 좋아요', '혼밥하기 좋아요', nan]",False,False,False,True,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1호스시,"대구 신천동 초밥 맛집 맞네용
맛도 맛있고 요즘에 점심특선 10900원에
가성비와 가심비를 다잡았습니다 특히 연어가 너무맛있어서 다음에 또와서 연어만 먹어보려구요
접기","['인테리어가 멋져요', '음식이 맛있어요', '재료가 신선해요', '양이 많아요', '가성비가 좋아요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"아낌없이 주는 1호스시
갈때마다 늘 만족스럽습니다ㅠㅠ
진심 연어, 지느러미, 새우튀김,우동,타코야끼 다 맛있어요!!
접기","['음식이 맛있어요', '친절해요', nan, nan, nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"점심 특선 먹었어용. 가격에 비해 맛, 구성, 양이 정말 좋았어요💛 사장님두 친절하시구 같이 나오는 찬부터 녹차 물까지 맛있었어요😋 근처 살면 자주 갈것같아요~!
접기","['친절해요', '음식이 맛있어요', '재료가 신선해요', '가성비가 좋아요', '인테리어가 멋져요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"맛있어서 행복해요🥰
연어초밥은 물론 맛있고 샐러드 냉모밀 새우튀김같은 사이드도 다 맛있어요!!","['음식이 맛있어요', '친절해요', '매장이 청결해요', '화장실이 깨끗해요', nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"초밥이 먹고 싶은데 임신을 해서 먹을 수 있는 초밥이 계란초밥밖에 없어요 ㅠㅠ 동네 맛집이라해서 찾아갔는데 너무 만족스러웠습니다 ! 양도 많고 남편이랑 엄청 편하고 맛있게 먹고 왔어요 사장님 내외분도 친절하셔서 기분 좋은 저녁이었습니다 다음에 또 방문할게요 :)
접기","['음식이 맛있어요', '재료가 신선해요', '양이 많아요', '혼밥하기 좋아요', '단체모임 하기 좋아요']",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굳,"[nan, nan, nan, nan, nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굿,"['음식이 맛있어요', '친절해요', nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,친절하고 음식 맛있어요,"['친절해요', '매장이 청결해요', '재료가 신선해요', '음식이 맛있어요', '혼밥하기 좋아요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,너무너무 맛있고 사장님이 친절하세툠🥹❤️ 점심시간에 방문하기 딱 좋아요! 1시 이후에 오면 음료까지 무료🫶🏻,"['음식이 맛있어요', '재료가 신선해요', '양이 많아요', '가성비가 좋아요', '혼밥하기 좋아요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,최애 초밥집...✨✨✨회가 진짜 촉촉하고 밥도 간이 너무 잘되서 맛있어요!! 사장님두 시원시원하시고 친절하시고 딱좋습니다..번창하세요~~!,"['음식이 맛있어요', '재료가 신선해요', '가성비가 좋아요', '화장실이 깨끗해요', '친절해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"매장깔끔하고
맛도 깔끔하고
친절한 서비스 맛있게
잘 먹었어요
접기","['혼밥하기 좋아요', '재료가 신선해요', '음식이 맛있어요', '가성비가 좋아요', '친절해요']",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"사장님 완전 친절하시고 초밥도 웬만한 초밥집보다 맛있어요
특히 점심특선 가성비가 👍🏻👍🏻👍🏻👍🏻👍🏻
근처 갔다가 우연히 들른 곳인데 집근처였으면 초밥먹고 싶을때마다 왔을거 같아요 ㅜㅜ
맛있게 잘먹었습니다
접기","['혼밥하기 좋아요', '친절해요', '매장이 청결해요', '음식이 맛있어요', '재료가 신선해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"길가다 우연히 들렀는데 점심특선 너무 맛있었어요☺️
잘 먹었습니다 ㅎㅎ","['친절해요', '매장이 청결해요', '음식이 맛있어요', '가성비가 좋아요', '재료가 신선해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,직장 근처에 있어 가봄,"['혼밥하기 좋아요', nan, nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,2호도 생겨주세요,"['혼밥하기 좋아요', '친절해요', '가성비가 좋아요', '음식이 맛있어요', nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,친절하시고 초밥 맛있어요,"['혼밥하기 좋아요', '특별한 메뉴가 있어요', '재료가 신선해요', '가성비가 좋아요', '음식이 맛있어요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있고 친절,"['혼밥하기 좋아요', '음식이 맛있어요', '친절해요', '매장이 청결해요', nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,점심특선 강추!!,"['재료가 신선해요', '음식이 맛있어요', '가성비가 좋아요', '혼밥하기 좋아요', '친절해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있어요,"['재료가 신선해요', '특별한 메뉴가 있어요', '음식이 맛있어요', nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,서비스로 계란/유부/새우 초밥 주셨어요 🫶🏻 초밥 거의 처음 먹어보는데 맛있었어요✨ 그리구 친절하세요!!😼,"['재료가 신선해요', '양이 많아요', '음식이 맛있어요', '친절해요', '매장이 청결해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,회사근처맛집이예요 잘먹었습니다,"['가성비가 좋아요', '양이 많아요', '음식이 맛있어요', nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,가성비 좋아요,"['가성비가 좋아요', nan, nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,가격대비 괜찮아요,"['가성비가 좋아요', nan, nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,"점심특선 추천합니다
가성비 좋고
사장님 친절힌시고 ... ㅎ","['음식이 맛있어요', '가성비가 좋아요', '재료가 신선해요', '혼밥하기 좋아요', '친절해요']",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있어요!,"['음식이 맛있어요', '친절해요', nan, nan, nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있어요,"['음식이 맛있어요', '재료가 신선해요', nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있어요 굿,"['친절해요', '음식이 맛있어요', nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,냠냠 맛있당,"['재료가 신선해요', '음식이 맛있어요', '가성비가 좋아요', nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,친절해요,"['친절해요', nan, nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굿,"['혼밥하기 좋아요', '친절해요', '음식이 맛있어요', '재료가 신선해요', '양이 많아요']",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,맛있어요,"['음식이 맛있어요', '재료가 신선해요', nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굿,"['음식이 맛있어요', '재료가 신선해요', '양이 많아요', nan, nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굿,"['음식이 맛있어요', '재료가 신선해요', nan, nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1호스시,굿,"['음식이 맛있어요', '재료가 신선해요', '양이 많아요', nan, nan]",False,False,False,True,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"평점: 10점 만점에 10점
• 고기의 신선도: 최고 등급의 고기 품질로 입안에서 풍미가 터지는 경험을 선사합니다.
• 서비스: 직원들의 친절함과 세심한 배려가 돋보이며, 끊임없이 제공되는 서비스가 만족감을 더합니다.
• 분위기: 유쾌하고 따뜻한 가게 분위기 속에서 즐거운 식사 시간을 보낼 수 있습니다.

요약

최고의 고기 신선도와 더불어 직원들의 친절한 응대, 끊임없는 서비스 제공, 그리고 활기차고 편안한 가게 분위기까지 모든 요소에서 완벽한 조화를 이루어 미식가들의 만족도를 한껏 끌어올리는 레스토랑입니다.

강력 추천합니다.
접기","['음식이 맛있어요', '고기 질이 좋아요', '단체모임 하기 좋아요', nan, nan]",False,False,True,False,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"고기 너무 좋고, 치즈 품은 버섯이라는 신박한 메뉴도 좋고, 꽃게 들어있는 조개탕도 좋고, 예쁜 무알콜 하이볼도 짱! 안좋을 게 없는 곳이네요. 추천🤗","['고기 질이 좋아요', '특별한 메뉴가 있어요', '메뉴 구성이 알차요', '반찬이 잘 나와요', '친절해요']",False,False,True,False,0.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"자주점심먹으러 가는곳있데 찌개에고기도 너무맛있고 반찬들도 어느것 하나뺄거없이 다맛있어요
집밥먹고싶을때 생각나요!!^^
점심시간1시간이라 요청사항에 바로먹을수있게 끓여달라부탁드렸는데 항상 잘들어주셔서 감사했어요
오늘도갈예정인데 벌써부터빨리먹고싶네요!^^
접기","['음식이 맛있어요', '고기 질이 좋아요', '가성비가 좋아요', '반찬이 잘 나와요', '친절해요']",False,False,False,True,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
고기굽는남자 동대구벤처밸리점,"네이버 예약후 방문
라면사리 서비스
가성비 점심 잘 먹었습니다
재방문의사 있어요^^♡
접기","['음식이 맛있어요', '고기 질이 좋아요', '가성비가 좋아요', '친절해요', '직접 잘 구워줘요']",False,False,False,True,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"메뉴구성이 조아요~~! 타지점보다 뭐가 많은거같고 늦게까지해서 넘 조아요
술마시면 주느 탕도 너무 좋고
술한잔하면서 먹기 조은식당이네요 !!!
재방문의사ㅇㅣ써용~
접기","['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', nan, nan]",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,항상 일부러 찾아와요 고굽남 동대구벤처밸리점 사장님 직원들 다 전부 친절하시고 서비스도 좋고 갈때마다 맛있고 기분좋게 먹고 온답니다 쵝오😊👍👍,"['음식이 맛있어요', '양이 많아요', '친절해요', '매장이 청결해요', '직접 잘 구워줘요']",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"삼겹살 먹으러 항상 오는 고굽남
집 앞이라 새로운 분점으로 왔는데
역시나 너무 맛있네요.
친절하시고 양도 많고. 잘 먹었습니다.
접기","['음식이 맛있어요', '고기 질이 좋아요', '양이 많아요', nan, nan]",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"너무 맛있고 항상 직원분들 친절해서 기분 좋은곳이예요!
고기집 갈 땐 항상 여기만 찾아요!","['인테리어가 멋져요', '음식이 맛있어요', '고기 질이 좋아요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
고기굽는남자 동대구벤처밸리점,"대구맛집1등~내년에 삼성라이온즈 강식당은 고굽남에서 하길!! 먹을때마다감탄ㅎㅎ직접구워줘서 좋고, 친절해서 더 좋아요ㅎㅎ","['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"매번갈때마다 집밥처럼 맛있게먹고옵니다!!!
또먹고싶네요^^맛있어요","['음식이 맛있어요', '고기 질이 좋아요', '양이 많아요', '가성비가 좋아요', '반찬이 잘 나와요']",False,False,False,True,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"추천합니다.
10점 만점에 10점입니다.

서비스 너무 많이 주셔서 다 못먹고 왔습니다.

감사합니다.
접기","['음식이 맛있어요', '고기 질이 좋아요', nan, nan, nan]",False,False,True,False,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"오늘두 고굽남 벤밸 최고오
ㅠㅠ 감동의 예약편지ㅜㅠ
버섯안에 치즈 있는 새로 나온거 짐짜 맛있어요ㅠ
갈메기살 먹었는데 소고기맛 나요 진짜루 ••
직원분들도 맨날 친절하시구 사장님두 갈 때 마다 잘 챙겨쥬셔서 넘 감사합니다 😉💛체고 ~~~~
접기","['친절해요', '매장이 청결해요', '음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요']",False,False,True,False,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
고기굽는남자 동대구벤처밸리점,"역시 삼겹살하면 고기굽는남자가 아닐까 싶어요 !!!
오랜만에 삼겹살 먹었는데, 진짜 한 번 고굽남에서 맛보고 나면 절대 !!! 다른 삼겹살은 만족하지 못한답니다 !!!
저희 부부가 유일하게 너무 맛있어하는 맛집 고굽남은 기본반찬도 엄청 정갈하고 고기와 곁들여 먹기 너무 맛있고 사이드 메뉴조차도 너무 맛있어서 포기할수 없는 맛집이랍니다 !!
대구에 오셨으면 꼭! 가보셔야할 고굽남을 진짜 꼭! 방문해보시길 추천드려요 ㅎ
접기","['인테리어가 멋져요', '음식이 맛있어요', '고기 질이 좋아요', '메뉴 구성이 알차요', '반찬이 잘 나와요']",False,False,False,True,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
고기굽는남자 동대구벤처밸리점,"고기야 너무 맛있고 봄 미나리도 맛있고
소스도 생와사비에 명란마요에 맬젓에 다양해요.
주류 주문하면 나오는 조개탕 너무 시원하구요.
된장술밥도 맛있어요!
그리고 클라이막스는 껍데기!
두툼하고 쫀득하고..말로 다 설명이 안됩니다!
꼭 드셔보세요!
마무리는 친절한 사장님과 직원분들까지..
너~~무 만족스러운 저녁식사였네요.
재방문의사 10000% 해모로 홧팅!
접기","['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', '재료가 신선해요', '메뉴 구성이 알차요']",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,재방문해써요 갈 때 마다 고기 넘 맛있고 친절하세용 ㅎㅎ 😊😊😊재재방문 하러오게씁니다!,"['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', '아늑해요', '친절해요']",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
고기굽는남자 동대구벤처밸리점,"고굽남 친절하고 고기도 맛있어요~~ 고기도 잘 구워주시고다음에 또 오려구요!
사람 많아서 예약필수에요! 먹다가 찍었더니...ㅎㅎ","['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '직접 잘 구워줘요', '주차하기 편해요']",False,False,True,False,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"진심 고굽남이 대구서 젤 맛있는거 같아요! 특히 여기 지점 사장님이 굉장히 친절하시고 서비스도 잘 챙겨주셔서 일부러 찾아온답니다 최고예요 존맛 또갈게요☺️👍👍👍
접기","['음식이 맛있어요', '특별한 메뉴가 있어요', '메뉴 구성이 알차요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"잘구워줘요
맛있어요","['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '직접 잘 구워줘요', nan]",False,False,False,True,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"믿고 먹는 고굽남🥺
오늘도 한입 먹자마자 기절햇슴다
제 입맛에는 단연 1등🩵🩵🩵","['음식이 맛있어요', '고기 질이 좋아요', '메뉴 구성이 알차요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"추천합니다

10점 만점에 10점입니다.","['음식이 맛있어요', '고기 질이 좋아요', nan, nan, nan]",False,False,True,False,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"직원분들이 너무 친절하고~ 고기를 잘 구워줘서 좋았습니다!!
단체 모임 영향인지 조금 시끄럽긴 했지만 그래도 편안하게 즐기다 왔어요~ 굿!!
접기","['음식이 맛있어요', '고기 질이 좋아요', '메뉴 구성이 알차요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
고기굽는남자 동대구벤처밸리점,"말로만 듣다가 방문했네요ㅋ하양에는 없어서 겸사겸사 신랑과 딸아이랑갔는데 부담스러울만큼 너무친절하시고 고기구워주는데가 첨인데 정성껏 얘기도해주시면서 구워주시고 감동이었습니다.냉면도 서비스로주시고 배터져죽다살아났네요ㅋ담엔 가족모두 다같이가서 실컷먹고올라고합니다.올해도 더욱더 대박나시구요 복많이많이받으세요 맛있게잘먹고 왔어요^^
접기","['음식이 맛있어요', '고기 질이 좋아요', '양이 많아요', '특별한 메뉴가 있어요', '가성비가 좋아요']",False,False,False,True,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"동대구역 고깃집 맛집입니다!!
내부 깔끔해요 식사하기 좋은 분위기!
밑반찬 모두 맛있고 정갈하게 잘 나와서 굿굿
삼겹살 진짜 대존맛입니당 ㅜㅜ!!
접기","['음식이 맛있어요', '고기 질이 좋아요', '반찬이 잘 나와요', '아늑해요', nan]",False,False,False,True,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"돼지고기 찐맛집입니다.! 고기질이 좋기도하지만 고기를 엄청 잘 구워주셔서 씹었을때 육즙이 풍부하고 담백해서 맛있게 먹고왔습니다. 새메뉴 개발을 위해 항상 노력하시는 대표님 머지않아 머슬랭 원스타, 투스타 대표가 되어있을듯합니다! ^_^ 버섯치즈 넘 고급스럽게 맛있었고 묵은지, 고사리랑 같이먹는 고기는 언제나 옳다! 고굽남 중에서 벤처벨리점이 당연히 1등👍
접기","['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', '메뉴 구성이 알차요', '아늑해요']",False,False,True,False,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
고기굽는남자 동대구벤처밸리점,고기가 맛있고 어린이 식기가 있어서 아이와 가기 좋네요.,"['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '직접 잘 구워줘요', '아이와 가기 좋아요']",False,False,True,False,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"갈 때 마다 느끼는 ......... 고굽남 N곳 N번째 가봤는데 벤벨점 따라올 지점은 없어요 ...... 저번 명절때두 휴무셔서 ㅠ영업하는 다른지점 갔다가 대실망 하고 돌돌벤처밸리점 .. ❤️‍🔥
친절 ⭐️10000000000000000
맛 🤤 10000000000000000 진짜 너무 맛있고 친절하고 센스있고 ㅠ 같이 간 일행도 진짜 가본 고굽남 중에 최고 맛있었데요 친절 서비스는 물론 .... 고기는 고굽남벤밸점 ~~ ❤️‍🔥 직원분들 친절함에 더 배불러요
접기","['음식이 맛있어요', '고기 질이 좋아요', '특별한 메뉴가 있어요', '친절해요', '직접 잘 구워줘요']",False,False,True,False,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
고기굽는남자 동대구벤처밸리점,"진짜 맛있고 메뉴 가성비 퀄리티 다도 좋아요
주차도 편하고 자주애용할거 같아용~","['음식이 맛있어요', '고기 질이 좋아요', '양이 많아요', '특별한 메뉴가 있어요', '가성비가 좋아요']",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,"너무 맛있어서 순삭해버렸습니다..
가본 고굽남중에 제일 친절하시고
홀 다니면서 음식이 비어있으면 바로바로
채워주시는 친절함 최고입니다ㅎㅎ
버터 바른 고구마도 주시는데 존맛탱입니다^^
접기","['음식이 맛있어요', '고기 질이 좋아요', '아늑해요', '친절해요', '매장이 청결해요']",False,False,True,False,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
고기굽는남자 동대구벤처밸리점,고굽남은 매번 가도 맛있어요 ! 평일 오후 6시에 갔는데 웨이팅 조금 했어요 참고하세요,"['음식이 맛있어요', '고기 질이 좋아요', '양이 많아요', nan, nan]",False,False,True,False,0.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
